prod_id,ages,piece_count,set_name,prod_desc,prod_long_desc,theme_name,country,list_price,num_reviews,play_star_rating,review_difficulty,star_rating,val_star_rating
76107,8-14,0.2045977659355451,Thanos: Ultimate Battle,blah,blahblah,Marvel Super Heroes,GB,97.986,-0.021320602787866128,0.9131382013689777,Average,0.36884844343954815,-0.043116560682331544
76103,7-14,-0.10579336474484813,Corvus Glaive Thresher Attack,blah,blahblah,Marvel Super Heroes,GB,48.986000000000004,-0.3881325757876919,-1.1780840713379637,Average,-1.0820240783406065,-0.8478504456702274
76104,7-14,-0.15511908706227495,The Hulkbuster Smash-Up,blah,blahblah,Marvel Super Heroes,GB,41.986000000000004,-0.1261240236449592,0.5646011559178206,Easy,0.576115946550998,0.7616173243055643
76102,6-12,-0.33798517955615004,Thor's Weapon Quest,blah,blahblah,Marvel Super Heroes,GB,27.986,-0.204726589287779,0.041795587741085646,Easy,-0.25295406589480335,1.0835108783007228
76101,6-12,-0.45708875295676604,Outrider Dropship Attack,blah,blahblah,Marvel Super Heroes,GB,16.785999999999998,-0.1261240236449592,-0.3067414577100715,Easy,0.576115946550998,0.9225641013031428
76088,7-14,-0.014360318497910586,Thor vs. Hulk: Arena Clash,blah,blahblah,Marvel Super Heroes,GB,76.986,-0.3095300101448721,0.5646011559178206,Average,-0.46022156900625505,-0.36501011467749017
76078,7-14,-0.15511908706227495,Hulk vs. Red Hulk,blah,blahblah,Marvel Super Heroes,GB,76.986,-0.28332915493059885,-0.48100998043565085,Easy,-1.7038265876749579,-3.101105323636336
76084,7-14,-0.12504242711262445,The Ultimate Battle for Asgard,blah,blahblah,Marvel Super Heroes,GB,69.986,-0.3095300101448721,0.7388696786433984,Easy,-0.46022156900625505,0.43972377031040566
76083,7-14,-0.15511908706227495,Beware the Vulture,blah,blahblah,Marvel Super Heroes,GB,62.986000000000004,0.1358845284977735,0.041795587741085646,Average,0.16158094032809642,-0.5259568916750694
76100,7-14,-0.1755712158280373,Royal Talon Fighter Attack,blah,blahblah,Marvel Super Heroes,GB,41.986000000000004,-0.28332915493059885,0.5646011559178206,Average,0.36884844343954815,0.9225641013031428
76077,7-14,-0.15271295426630294,Iron Man: Detroit Steel Strikes,blah,blahblah,Marvel Super Heroes,GB,41.986000000000004,-0.204726589287779,0.7388696786433984,Easy,0.16158094032809642,0.11783021631524704
76082,6-12,-0.38370170267961884,ATM Heist Battle,blah,blahblah,Marvel Super Heroes,GB,27.986,-0.2309274445020523,-0.8295470258868073,Easy,-1.2892915814520574,-0.043116560682331544
76099,6-12,-0.33076678116823394,Rhino Face-Off by the Mine,blah,blahblah,Marvel Super Heroes,GB,27.986,-0.3095300101448721,0.041795587741085646,Easy,0.36884844343954815,1.2444576552983015
76076,6-12,-0.4137783626292693,Captain America Jet Pursuit,blah,blahblah,Marvel Super Heroes,GB,27.986,-0.204726589287779,-0.8295470258868073,Easy,-1.7038265876749579,-0.5259568916750694
76091,5-12,-0.511226740866137,Mighty Micros: Thor vs. Loki,blah,blahblah,Marvel Super Heroes,GB,12.585999999999999,-0.4143334310019652,-1.5266211167891208,Easy,-2.1183615938978595,-1.9744778846532818
76090,5-12,-0.5028052760802348,Mighty Micros: Star-Lord vs. Nebula,blah,blahblah,Marvel Super Heroes,GB,12.585999999999999,,0.21606411046666346,unknown,0.16158094032809642,0.11783021631524704
76089,5-12,-0.49919607688627676,Mighty Micros: Scarlet Spider vs. Sandman,blah,blahblah,Marvel Super Heroes,GB,12.585999999999999,,0.21606411046666346,unknown,0.16158094032809642,0.11783021631524704
31313,10+,0.11677391888256562,LEGO® MINDSTORMS® EV3,blah,blahblah,MINDSTORMS®,GB,419.986,0.5288973567118725,0.041795587741085646,Challenging,-0.46022156900625505,-0.8478504456702274
45500,10-21,-0.6050659199090466,EV3 Intelligent Brick,blah,blahblah,MINDSTORMS®,GB,284.186,-0.44053428621623847,1.0874067240945555,Average,-1.0820240783406065,-1.9744778846532818
45501,10-21,-0.6050659199090466,EV3 Rechargeable DC Battery,blah,blahblah,MINDSTORMS®,GB,114.786,-0.3095300101448721,-0.6552785031612287,Very Easy,-0.46022156900625505,-1.9744778846532818
45505,10-21,-0.6050659199090466,EV3 Gyro Sensor,blah,blahblah,MINDSTORMS®,GB,36.386,,0.21606411046666346,unknown,0.16158094032809642,0.11783021631524704
45502,10-21,-0.6050659199090466,EV3 Large Servo Motor,blah,blahblah,MINDSTORMS®,GB,36.386,-0.4143334310019652,1.0874067240945555,unknown,0.9906509527738996,1.2444576552983015
45504,10+,-0.6050659199090466,EV3 Ultrasonic Sensor,blah,blahblah,MINDSTORMS®,GB,36.386,-0.36193172057341866,-2.397963730417013,Challenging,-2.1183615938978595,-0.36501011467749017
45506,10-21,-0.6050659199090466,EV3 Color Sensor,blah,blahblah,MINDSTORMS®,GB,36.386,-0.44053428621623847,1.0874067240945555,Very Easy,0.9906509527738996,1.2444576552983015
45509,10-21,-0.6050659199090466,EV3 Infrared Sensor,blah,blahblah,MINDSTORMS®,GB,36.386,,0.21606411046666346,unknown,0.16158094032809642,0.11783021631524704
45517,8+,-0.6050659199090466,Transformer 10V DC,blah,blahblah,MINDSTORMS®,GB,34.986,-0.4143334310019652,1.0874067240945555,Very Easy,-1.0820240783406065,-2.7792117696411776
45508,10+,-0.6050659199090466,EV3 Infrared Beacon,blah,blahblah,MINDSTORMS®,GB,32.18599999999999,-0.3881325757876919,1.0874067240945555,Average,0.9906509527738996,-1.4916375536605446
45503,10-21,-0.6050659199090466,EV3 Medium Servo Motor,blah,blahblah,MINDSTORMS®,GB,29.386,-0.44053428621623847,1.0874067240945555,Easy,0.9906509527738996,0.11783021631524704
45514,10-21,-0.5978475215211304,EV3 Cable Pack,blah,blahblah,MINDSTORMS®,GB,22.386,,0.21606411046666346,unknown,0.16158094032809642,0.11783021631524704
45507,10-21,-0.6050659199090466,EV3 Touch Sensor,blah,blahblah,MINDSTORMS®,GB,22.386,,0.21606411046666346,unknown,0.16158094032809642,0.11783021631524704
21137,12+,2.8381101111269436,The Mountain Cave,blah,blahblah,Minecraft™,GB,363.986,-0.17852573407350575,-0.1324729349844937,Challenging,-0.04568656278335346,-0.043116560682331544
21136,8+,0.7435715122332823,The Ocean Monument,blah,blahblah,Minecraft™,GB,167.986,-0.4143334310019652,1.0874067240945555,Easy,0.9906509527738996,-0.36501011467749017
21135,8+,0.25632962104894397,The Crafting Box 2.0,blah,blahblah,Minecraft™,GB,111.986,-0.44053428621623847,1.0874067240945555,Challenging,0.9906509527738996,1.2444576552983015
21134,8+,0.27076641782477623,The Waterfall Base,blah,blahblah,Minecraft™,GB,104.986,-0.28332915493059885,-0.6552785031612287,Average,-0.8747565752291566,-0.8478504456702274
21144,8+,0.05421446618729257,The Farm Cottage,blah,blahblah,Minecraft™,GB,90.986,-0.36193172057341866,0.5646011559178206,Easy,0.576115946550998,0.11783021631524704
21143,8+,-0.040827779253603036,The Nether Portal,blah,blahblah,Minecraft™,GB,69.986,-0.44053428621623847,1.0874067240945555,Average,0.9906509527738996,1.2444576552983015
21142,8+,-0.27181652766691894,The Polar Igloo,blah,blahblah,Minecraft™,GB,55.986000000000004,,0.21606411046666346,unknown,0.16158094032809642,0.11783021631524704
21130,8+,-0.14068229028644272,The Nether Railway,blah,blahblah,Minecraft™,GB,55.986000000000004,-0.3095300101448721,-0.3067414577100715,Easy,0.36884844343954815,-0.043116560682331544
21140,7-14,-0.36806183950580057,The Chicken Coop,blah,blahblah,Minecraft™,GB,27.986,-0.36193172057341866,0.21606411046666346,Average,-0.04568656278335346,1.2444576552983015
21141,7-14,-0.3163299843924017,The Zombie Cave,blah,blahblah,Minecraft™,GB,27.986,-0.4143334310019652,1.0874067240945555,Average,0.9906509527738996,0.43972377031040566
21123,8+,-0.3560311755259404,The Iron Golem,blah,blahblah,Minecraft™,GB,27.986,-0.047521458002139395,0.041795587741085646,Easy,0.16158094032809642,0.27877699331282707
21129,8+,-0.3091115860044856,The Mushroom Island,blah,blahblah,Minecraft™,GB,27.986,-0.33573086535914537,1.0874067240945555,Average,0.16158094032809642,0.9225641013031428
21139,6-14,-0.5052114088762069,The Nether Fight,blah,blahblah,Minecraft™,GB,18.186,,0.21606411046666346,unknown,0.16158094032809642,0.11783021631524704
